,Almonds; with shell,Anise; badian; fennel; coriander,Apples,Apricots,Artichokes,Asparagus,Avocados,Bananas,Barley,Beans; dry,Beans; green,Berries nes,Blueberries,Brazil nuts; with shell,Broad beans; horse beans; dry,"Butter, Cream & Ghee",Cabbages and other brassicas,Carrots and turnips,Cashew nuts; with shell,Cassava,Cauliflowers and broccoli,Cheese,Cherries,Chestnut,Chillies and peppers; green,Cocoa; beans,Coconuts,Coffee; green,Cranberries,Crustaceans,Cucumbers and gherkins,Currants,Dates,Eggplants (aubergines),Eggs; hen; in shell,Eggs; other bird; in shell,Figs,Fish,Fruit; fresh nes,Fruit; tropical fresh nes,Garlic,Ginger,Gooseberries,Grain; mixed,Grapefruit (inc. pomelos),Grapes,Groundnuts; with shell,Hazelnuts; with shell,Kiwi fruit,Leeks; other alliaceous vegetables,Lemons and limes,Lentils,Lettuce and chicory,Maize,Mangoes; mangosteens; guavas,Meat; cattle,Meat; chicken,Meat; duck,Meat; pig,Meat; rabbit,Meat; sheep,Meat; turkey,Melons; other (inc.cantaloupes),Milk; whole fresh cow,Mushrooms and truffles,Nuts nes,Oats,Oil palm fruit,Olives,Onions; dry,Onions; shallots; green,Oranges,Peaches and nectarines,Pears,Peas; green,Pepper (piper spp.),Persimmons,Pineapples,Pistachios,Plums and sloes,Potatoes,Pulses nes,Pumpkins; squash and gourds,Quinoa,Rapeseed,Raspberries,Rice; paddy,Soybeans,Spices nes,Spinach,Strawberries,Sugar beet,Sugar cane,Sunflower seed,Tangerines; mandarins; clementines; satsumas,Tea,Tomatoes,Vegetables; fresh nes,Vegetables; leguminous nes,Walnuts; with shell,Water,Watermelons,Wheat,nan
Meat - Frozen Prcsd Cmplt Mls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meat - Frozen Prcsd Ml Accmp,0.0,0.0,0.451454944174911,0.0,0.0,0.0,0.0,0.0,0.13059907958533,0.388930356746352,0.0091802757177129,0.0,0.0,0.0,0.0,0.249932850233539,0.0036839346473814,0.24906512453747,0.0,0.217057449527546,0.0,0.5124708306772554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06018532223139,0.0,0.0,0.0,0.309961477504264,0.0,0.0,0.0,0.0,0.188593502639724,1.32329474877297,0.5873740550960439,0.0004967565960351,0.0,0.0,0.296230744887406,0.0344602797682797,0.0,0.0449479405952015,1.47605530787465,0.0,10.569848692881,7.32160217172138,0.0,20.0481527262281,0.0,17.3933002629888,0.557305264249181,0.0,0.738082519550021,0.0584802531489286,0.0,0.0,0.181090853940113,0.054255406921626205,2.39494810803481,0.0,0.0375639996188974,0.0902110466071376,0.0,0.0532217024924117,1.14338020624944,0.0,0.0,0.0,0.0,0.0,0.0,0.027130156329448,0.0,1.65641151506175,0.0,0.426679831238355,0.0,0.573092988922508,0.0,0.0,9.1705494215021e-05,2.54156311683601,0.193866135699311,0.0,0.0,2.65970978601738,0.920653589012026,0.0,0.0,12.06285962541,0.0,4.03477887891844,0.0
Meat - Frozen Prcsd Products,0.0,0.0,0.0139795435059335,0.0,0.0,0.0,0.0,0.0,0.0173279114734998,0.662868983234837,0.0,0.0144876141008995,2.54184511040752e-06,0.0,0.0,0.105255027317256,0.0794475938851613,0.0182451905501739,0.0,0.0920813152305132,0.0019798967383282,0.5202775498062054,0.0,0.0,0.0,0.0050035045782351,0.0,0.0,0.010298770880387,0.0,0.0170746023848303,0.0,0.0,0.0,0.0925730792493956,0.0,0.0,0.0161959405890306,0.0714725125327307,0.0,0.0,0.0,0.0,0.398085743751471,0.640409742601934,0.1595816851267699,6.64978806259898e-05,0.0,0.0,0.0004491050914747,0.0677739069731571,0.103465854877227,0.0254451520144183,0.43327679226037,0.0,32.10610307177255,12.1647159615084,0.0,15.0472655738613,0.0,4.32608267638001,0.443873939073379,0.0,0.144864395316235,0.033668127867312,0.0,0.0096809392492094,0.259332678059855,0.0103450766454504,3.168695647821,0.0,0.0101827881067891,0.0118754502286559,0.0,0.416155270464288,0.767027192356838,0.0,0.0,0.0,0.0,0.0,0.0,0.0004538968133523,0.0,1.43142116856493,0.0,0.6463330829325,0.0496497834500336,0.269973343785692,0.0,0.0,0.0,1.42091150014197,0.207590212911093,0.0,0.0,0.341638014899903,0.814461584676428,0.0,0.0,8.60363406199432,0.0,5.926266134640235,0.0
Meat - Fresh Prcsd Snacks,0.0034630967082482,0.0,0.0269446465442416,0.0,0.0182211469213064,0.0,0.0,0.0,0.0039685256440299,0.228101384104028,0.0,0.0183533675690076,0.000164024909087,0.0,0.0,0.282673532630806,0.0046318001367801,0.10367031929517,0.0,0.0562120861082888,0.0200711009516843,3.046115907323716,0.0,0.0,0.0,0.04541008775902749,0.0,0.0010532690061681,0.0069964093985593,0.0529621982705324,0.0019293380315254,0.0053182784927332,0.0,0.0,2.61699606777715,0.0,0.0,0.0340854996474895,0.0297266363467129,0.0,0.0,0.0,0.0,0.0877469345292948,2.60439706841978,0.10021028598904289,7.97928969520509e-05,0.0016669372082368,0.0,0.0031613277549728,0.0717528928978317,0.0027603161852905,0.0168501437040105,0.316681527938744,0.0,36.7766266752133,0.775590961917825,0.0,23.9715093611289,0.0,2.48354046486309,0.120600554595228,0.0,0.341403086916268,0.260274138678356,0.0,0.0222107162477049,0.134265559963795,0.0914097437906619,2.02629373711366,0.0,0.0221993609421595,0.0599371962379083,0.0,0.33892727434803,1.22356563944134,0.0,0.0,0.0,0.0,0.0,0.0,0.0126213246417431,0.0,1.27771721544991,0.0,0.801718609808049,0.0066737313979693,0.55677085337571,0.0,0.0,0.0130038901583292,0.69654308304274,0.1583925496724168,0.0,0.0,0.340142632816199,0.5285388901767121,0.0,0.0,5.25418892727086,0.0,3.798435815933008,0.0
Meat - Fresh Prcsd Ml Accmp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meat - Fresh Prcsd Cmplt Mls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veg - Fresh Prcsd Snacks,0.0003291252436207,0.0,0.039409221686005,0.0,0.0451710948641306,0.0,0.0,0.0,0.0169848519861384,5.40402969846018,0.010867286831208,0.0314993459651533,0.0018168022212854,0.0,0.0,1.60157156115606,0.41818026279081844,1.30059434966249,0.0042482736549777,0.142148464980141,1.486352175362532,8.293112913203146,0.0,0.0165867028330778,0.0,0.0213690307921419,0.0,0.0,0.067549914714564,0.0830634060042524,0.0009916037412545,0.0212905042479289,0.0,0.0,1.85776899852154,0.0,0.0,0.110996581297981,0.218114102357401,0.0,0.0,0.0,0.0,0.8978900223788424,4.89144050490865,0.2627764195934451,0.0067197242222621,0.0003291252436207,0.0226979752042764,0.05169356870693,0.2692119550610938,0.164230787773353,0.902521871594994,2.3970774365236,0.0,0.1844203487817876,0.428241969486827,0.0,1.06581788939032,0.0,0.0,0.0,0.0165081570213749,4.20402189889231,2.37770252143684,0.0125387243013737,0.0555883238134473,1.66550908117118,0.656715952549798,7.83485532590612,0.0,0.034875943509508,0.345486512516195,0.0,1.86077788286203,2.97938161859126,0.0,0.0,0.0,0.0,0.0,0.0,0.533461052511232,0.0,3.42128164646851,0.0,1.43163154499338,0.100339812983127,1.14305322892555,0.0,0.0105695709518641,0.0024990379416131,1.327835805182,0.9658497290790211,0.0,0.0,1.81247808109483,2.5268667797628153,0.0,0.0,9.7517141633864,0.0,13.896956644974905,0.0
Veg - Fresh Prcsd Ml Accmp,0.0289765811068591,0.0,0.151369715498562,0.0,0.444102064354285,0.0,0.0,0.0,0.032099982550205,5.15036000862662,0.1015953191073625,0.0145536728990021,0.0127810619400959,0.0,0.0,2.4421109148118,2.1027571287769122,1.64757217073794,0.0260777176789687,0.0532146980554343,3.47769937699782,2.984530769501831,0.0,0.11307090229647,0.0,0.0042479638421125,0.0,0.0,0.0065813619414263,0.0192756743212129,0.0141147898957945,0.0054101032925329,0.0,0.0,1.03458641372778,0.0,0.0,0.32192079127618206,0.360919614367983,0.0,0.0,0.0,0.0,0.397376874134674,26.9499709787149,0.2997701652826464,5.52192977999517e-05,0.0031129362734806,0.0405050240968496,0.149101055750366,0.186843547626122,0.194839155173044,1.01282763277205,1.04952665996438,0.0,0.799244284802406,0.685434951588819,0.0,0.251550467738536,0.0,0.0978756331678484,0.0,0.0799504516186006,2.7846669390091,1.74927832067401,0.0355900368667097,0.222110980932769,0.373598903159369,0.2154613358799787,2.83563957412778,0.0,0.0398881213050763,0.0756995416851432,0.0,1.41373073921445,2.20893216737698,0.0,0.0,0.0068202244958749,0.0,0.0,0.0,0.755183991489957,0.0,2.50636066317557,0.0034455602292863,0.837690731109893,0.34300116415409987,0.887490920143359,0.0,0.0177134244543885,0.000134995199236,0.878005904866347,1.5547149604698578,0.0,0.0,1.56962408122527,6.7892496991979225,0.0,0.0181674354696798,10.3277073347247,0.0,2.99078385335229,0.0
Fish - Frozen Ctd/Ntrl/Spclty,0.0,0.0,0.0023143122308846,0.0,0.0,0.0,0.0,0.0,0.0260074824124686,0.0977433801306253,0.0,0.0019576405862705,0.0,0.0,0.0,0.171749955431829,0.0002696331651645,0.0052982270032115,0.0,0.143240146408917,0.0071370573353594,0.0968763511689355,0.0,0.0,0.0,0.0161185868341506,0.0,0.0,0.0,24.450760471469508,0.0061631418479669,0.0,0.0,0.0,0.125867398952948,0.0,0.0,42.032029713893934,0.0085193434813229,0.0,0.0,0.0,0.0,0.175530464003175,1.67287090606515,0.0184158205847381,0.0,0.0,0.0,0.0065884403621904,0.1858057470480811,0.0057248550021929,0.0080654621550756,0.676472850229527,0.0,0.004009955420169,0.194418808080603,0.0,0.0016771491871408,0.0,0.0,0.0,0.0,0.218009177560788,0.0005392663303291,0.0,0.0300774253297292,0.256716140698693,0.0264590876190712,0.368195669500352,0.0,0.0016982186090054,0.0010440749793442,0.0,0.0610300914068057,0.287812303981586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35433055435429,0.0,0.793974306734541,0.108187907359019,0.186643304809914,0.0,0.0,0.0007907388151001,0.352614669974954,0.7907648671545507,0.0,1.79718000384029e-05,0.311639589716912,0.2595270433303708,0.0,0.0,6.07952691959927,0.0,9.64570305803965,0.0
Fish - Frozen Meal Accomps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022256198182926,0.0257691251530681,0.0,0.0046544768400256,0.0,0.0,0.0,2.25189871918484,0.0008006377994824,0.455012539096389,0.0,0.11327217166031,0.265917221894456,1.7712462896306658,0.0,0.0,0.0,0.0119745697265852,0.0,0.0,0.0,9.442422250678277,0.0,0.0,0.0,0.0,0.0250523683022437,0.0,0.0,39.727064418339,0.169265709951555,0.0,0.0,0.0,0.0,0.133584019084405,0.852692879672729,0.36138119115380796,0.0,0.0,0.0,0.0668682351706215,0.9673980173459912,0.0568932371621461,0.358926557693389,1.07916314814134,0.0,0.0,0.0,0.0,0.0622333578940943,0.0,0.0,0.0,0.0,4.40715267061648,0.0,0.0,0.0,0.519883446154772,0.2181058373095236,1.24605567142059,0.0,0.0335115234405449,0.0835078943408123,0.0,0.284512570475466,0.878742482966692,0.0,0.0,0.0,0.0,0.0,0.0,0.350322031748648,0.0,1.65172451946809,0.0,0.147258479504744,0.031142437790531,0.86081068682782,0.0,0.0,0.0,0.431436239121464,0.8027765615349325,0.0,0.0,3.03981809771574,1.0999200309924952,0.0,0.0,11.9706438553154,0.0,4.76886285540962,0.0
Fish - Frozen Complete Meals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076110019010141,0.026481911452099,0.0,0.0,0.0,0.0,0.0,2.87271649657678,0.0,0.443713625798588,0.0,0.007353129796215,0.4100344467826,2.336994016382981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.798897360367005,0.0,0.0,0.0,0.0,0.184031227698759,0.0,0.0,15.259484551337762,0.0112711393546625,0.0,0.0,0.0,0.0,0.205527601250677,20.7500153383567,0.3329546427295238,0.0,0.0,0.0,0.0690105987446344,1.65116657859069,0.0,0.213922211824731,1.21630732502402,0.0,0.0529971488440096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24971507002912,0.0008869834615253,0.0,0.0,0.131004810419595,0.215339489801508,1.68739201118848,0.0,0.0,0.124995934485632,0.0,1.4520824468034,1.89656623013034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705285139773855,0.0,0.910591012004141,0.0,5.1266503153183,0.0,0.0,0.0,0.272315707603011,2.1415258552123,0.0,0.0,1.70776503395155,2.136587922979107,0.0,0.0,16.1173988593803,0.0,5.592441677880133,0.0
Poultry - Frozen Primary,0.0,0.0,0.0083126836644627,0.0,0.0,0.0,0.0,0.0,0.0033060761945637,0.172312016581222,0.0,0.0,0.0,0.0,0.0,0.30373357930107,0.0,0.0634722386231473,0.0014256501853841,0.0414957222183397,0.0,0.035238252460366,0.0,0.0,0.0,0.0,0.0,0.0,0.0419246523312048,0.0,0.0428011504358872,0.0,0.0,0.0,0.004407265855241,0.0,0.0,0.0,0.0049418931727938,0.0,0.0,0.0,0.0,0.0411715661328082,0.731531315120521,0.0903214923176562,0.0,0.0023471401086616,0.0,0.0086351136014937,0.0354386180828185,0.0056840700661272,0.0211088068894788,0.340274608159268,0.0,0.0,52.7217117147822,0.0,3.57027907007165,0.0,0.0,25.1207190116856,0.0,0.098914679396654,0.0023944942185113,0.0,0.0017153413210251,0.004283257365775,0.0094800208246459,0.527005452682953,0.0,0.184686932320913,0.0042576596991789,0.0,0.146723794876967,0.437711310575089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43600013445924,0.0,0.286252296543818,0.0088823538618797,0.325103302022402,0.0,0.0,0.0,1.07128847576724,0.0728457407114563,0.0,0.0,0.059274690763026,0.2148851930859757,0.0,0.0,5.23682282888002,0.0,0.9975420496269831,0.0
Sausages - Frozen,0.0,0.0,0.12903284464171,0.0,0.0,0.0,0.0,0.0,0.0,0.744808616002419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168443983923965,0.0,0.016256224214459,0.0,0.045589077933572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124288378079148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288157635071202,0.372999398086238,0.0093501874618454,0.0,0.0,0.0,0.0461757961831833,0.012080471864093499,0.0280739973206609,0.0012984514793049,0.170970447114258,0.0,1.824256398343087,3.4444302877137,0.0,56.717737624992,0.0,1.03118966135554,0.336390714957998,0.0,0.0258637670698561,0.160422411922067,0.0,0.0,0.0345146771079626,0.0,0.437407252827291,0.0,0.0448569157647566,0.0,0.0,0.0822477066924168,0.354571281496158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326460243244189,0.0,1.04857073128768,0.0,0.263764565608823,0.0,0.0,0.0,0.306491939435348,0.0240514371267521,0.0,0.0,0.0168009765523373,0.244385558539285,0.0,0.0,19.1017890475108,0.0,3.32724496034114,0.0
CRISPS,0.0093500050021192,0.0,0.639533451012609,0.0,0.0,0.0,0.0,1.67231710392894,0.175732259184476,0.145577826740521,0.0,0.0249408974370767,0.005144896490148,0.0,0.0,0.46982590315062,0.0010626507292255,0.318270185236451,0.0,0.114768881625757,0.0006493328320006,1.473453811549115,0.0,0.0,0.0,0.0042068908113427,0.0,0.0,0.0009350333681314,0.5438091632953707,0.0,0.0006868917155493,0.0,0.0,0.0818551193182368,0.0,0.0,0.0619721428424858,0.465427943799468,0.0,0.0,0.0,0.0,1.35368400488576,47.1207209189786,0.10291517434861999,0.0072236077729857,0.0,0.0,0.0187516781434413,0.0491015910435858,0.0474290016809811,0.0111366658548891,0.708370431848341,0.0,0.3555118625230278,1.08600894178794,0.0,2.42096872938809,0.0,0.0,0.207048493676213,0.167877157034767,0.73694600789377,0.043376883081535,0.0061468570735611,0.0005664316838893,0.177832255942118,0.254672160061323,1.24954818617653,0.0,0.0174041381501514,0.013361222666876,0.0,0.0701338683783793,0.498482554462119,0.0,0.0,0.0,0.0,0.0,0.0,0.0065705914710642,0.0,1.96286434735344,0.0,0.821599266774838,0.0002829756552479,0.225956648832549,0.0,0.0,0.0148657298393908,1.84579144921652,16.229758630920855,0.0,0.0005595905234492,0.596170768720959,2.939213325796327,0.0,0.0,1.08295466161306,0.0,1.6248873235865093,0.0
CHOC CONF-COUNTLINE CHOCOLATE,0.686473217400473,0.0,0.0004548559339308,0.0,0.0,0.0,0.0,0.0,0.0406831402723782,0.575549110267657,0.0,0.0102120264871916,0.0,0.0,0.0,0.550057333338746,0.0001042096533871,0.0001990552672137,0.0352377850515235,0.130537964189598,0.0,0.0,0.0,0.0,0.0,17.881960695679503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110954957997803,0.0,0.0,0.0,1.29976729578684,0.0,0.0,0.0,0.0,0.1090186291753,0.0542516535325787,0.0336005700435827,4.08996495912447,0.701605366304096,0.0,0.0,0.0,0.0,0.45628470199586,0.518294766999197,0.0,0.0283232250082713,0.0,0.0,0.0039384571226385,0.0,0.0,0.0,0.0,13.4860685783882,0.0,0.0,0.375141030663095,3.26948208156113,0.0,0.0,0.0,0.0032568739316221,0.0,0.0,0.0210113473130977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494772511555369,0.0058093856647536,2.30352074059111,0.0,0.0,0.0,0.0019380515857293,0.0009650542345195,32.5753749231989,0.3711814441819984,0.0,0.0,0.0,0.0817455774552462,0.0,0.0059762195462344,0.834534568187975,0.0,3.2373624749726,0.0
CHOC CONF-MOULDED CHOCOLATE,0.787750333300242,0.0,0.0428002119296871,0.0,0.0,0.0,0.0,0.0,0.0137547221897653,0.0776334078395232,0.0,0.0330893802361586,0.0054939689697585,0.0,0.0,1.10697991998458,0.0,0.0007940035103386,0.0828995352268443,0.023878670231028,0.0,0.025436856495277698,0.0,0.0,0.0,28.722371683049168,0.0,0.0166292369914771,0.0125899847885386,0.0,0.0,0.0141530310218507,0.0,0.0,0.162662109891753,0.0,0.0,0.0,0.809506198253017,0.0,0.0,0.0,0.0,0.127873841468089,0.0655008563448134,0.700409273189155,0.284977780961149,1.32217726881249,0.0,0.0,0.0277412868993262,0.0,0.206847860829577,0.320736108411403,0.0,0.0165638848190801,0.0,0.0,0.0061865157694077,0.0,0.0,0.0,0.0,15.5649039008106,0.0,0.0650417785695115,0.0842316925098102,1.81310594898054,0.0,0.048108886023846,0.0,0.539550963409826,0.023779316116121,0.0,0.0657905966643283,0.0058528814497175,0.0,0.0,0.032935488827396,0.0,0.0,0.0,0.0,0.0,0.173269760652805,0.0626596274936822,1.06397673695454,0.0,0.0020575846554662,0.0,0.0498563114733438,0.0312132513529914,32.0853841867782,0.1113045772760798,0.0,0.0529475196167956,0.0363615496163536,0.2671791893737902,0.0,9.66134515578333e-05,0.942720688665398,0.0,2.07164532635895,0.0
CHOC CONF-BITE SIZE,0.140703191964642,0.0,0.0280238617096766,0.0,0.0,0.0,0.0,0.0,0.0075757033839301,0.563414418166581,0.0,0.0561247971467945,0.0039457462832208,0.0,0.0,1.0501429589272,0.0,0.0068790804574158,0.0752335266807185,0.0369287113691617,0.0,0.0174279791075935,0.0,0.0,0.0,22.087199005301624,0.0,0.0069722423015444,0.224201782165647,0.0,0.0,0.0056300765923226,0.0,0.0,0.0425540410618442,0.0,0.0,0.0,0.964682951281242,0.0,0.0,0.0,0.0,0.116709526104115,0.0083402726766221,2.5541894847029,3.87885634161729,0.0813272657895814,0.0,0.0,0.012022592501819078,0.0,0.0176594990864282,0.513257535292213,0.0,0.0143545963571005,0.0,0.0,0.285111281970239,0.0,0.0,0.0,0.0,15.8670797290549,0.0,0.0390257495868135,0.127567160157977,2.14090293095841,0.0,0.0042668185701781,0.0,0.201276531238152,0.0032892247480386,0.0,0.0036879504918093,0.000375350831519,0.0,0.0,0.0103917983178935,0.0,0.0,0.0,0.0,0.0,0.183329845550974,0.005991711937344,0.896900127834261,0.0,0.0002620645964585,0.0,0.0036538831391346,0.0057138719227799,33.2118071432456,1.6911606006699238,0.0,0.0,0.0046606799705257,0.1233168314333193,0.0,0.0,0.832733018492517,0.0,1.75374524803911,0.0
CHOC CONF-PRALINES,1.77483957210939,0.0,0.0630001687667587,0.0,0.0,0.0,0.0,0.0,0.0034594905882852,0.090864272669452,0.0,0.0778329409899457,0.0054783639891528,0.0,0.0,1.34186738739019,0.0001024550598105,0.0027064535314911,0.0068815661697124,0.0423123985448731,0.0,0.0184195933867377,0.0,0.0,0.0,22.51720138963177,0.0,0.0436772331251567,0.0144445816895635,0.0072308885535386,0.0,0.0067072915711905,0.0,0.0,0.126115383961924,0.0,0.0,0.0,3.45706524457857,0.0,0.0,0.0,0.0,0.0573851455956783,0.0024373224999522,0.0772757566620618,2.17556657811011,3.11888797577621,0.0,0.0,0.0305849927487459,0.0,0.0078251662181466,0.197216922125553,0.0,0.0132019350336881,0.0,0.0,0.130591258156035,0.0,0.0,0.0,0.0,9.83066707547575,0.0265098337819218,0.615011354035386,0.215442825440085,4.15972664367533,0.0,0.0057672481263505,0.0,0.110681588788848,0.176082338227746,0.0,0.0,0.0221693103156072,0.0,0.0,0.0070647494404096,0.0,0.0,0.0,0.0,0.0,0.104100554148939,0.0206091905612937,0.377329932420093,0.0,0.0,0.0,0.0178847848949488,0.0808915932278833,32.4751789071929,0.2402249332991637,0.0,0.0,0.0,0.3043180540795154,0.0,0.0004022874359151,0.931311360830416,0.0,1.1379984268124,0.0
SAVOURY SNACKS,0.0198739560325255,0.0,0.02925549750113,0.0,0.0,0.0,0.0,0.0,0.070347275407648,3.22635442365268,0.0,0.0018627597791745,0.0,0.0,0.0,0.419562982051457,0.0085775684347971,0.0273985022023446,0.0451793000153107,2.12550562043369,0.0139664426403623,0.6242023664261938,0.0,0.0,0.0,0.0799010536752721,0.0,0.0,0.0019890764350668,0.6490926116884682,0.0030130699736489,0.0,0.0,0.0,0.0865165373079009,0.0,0.0,0.0048614812024973,0.452545602411319,0.0,0.0,0.0,0.0,1.509256218548918,15.2767849377504,0.0151371101712322,0.324680699235531,0.0001988727246134,0.0,0.0100745433934584,0.041412923151904396,2.25635535090055,0.0258873097682315,21.1970945919939,0.0,0.0024104169271877,0.155097490735095,0.0,8.75601273926303,0.0,0.0,0.0257383724598011,0.0,0.623688363755349,0.0579180952549866,0.0477116561745564,0.303246123407113,0.345051910192801,0.10657450817219322,0.93429508858053,0.0,0.0009353490544572,0.0004762851875708,0.0,1.94451993574813,0.405312984658691,0.0,0.0,0.0,0.0,0.0,0.0,0.009593669422192,0.0,4.25679155061738,0.0,5.41621447269145,0.0307637240346107,0.118858729676471,0.0,0.0,2.61091036033363e-05,1.71463570622522,10.834349254987991,0.0,0.0,0.397755289016674,1.190459996673722,0.0,0.0,0.747054061233581,0.0,4.32078008820884,0.0
CHOC CONF-EASTER EGGS,0.142876886478043,0.0,0.0699450025421493,0.0,0.0,0.0,0.0,0.0020629695770178,0.0050206213294245,0.0574413240958899,0.0,0.0026587328470626,1.02682015774321e-05,0.0,0.0,1.41075496176605,4.46643760676201e-05,0.0054359544340284,0.013918160982647,0.0358193254724559,0.0,0.0235462990431978,0.0,0.0,0.0,18.939743375935908,0.0,0.0215111490983719,0.0,0.0,0.0,0.0030843887280076,0.0,0.0,1.38577463505665,0.0,0.0,0.0,1.26230831565163,0.0,0.0,0.0,0.0,0.175376148135986,0.117030911055797,0.273056657906215,0.481587925447718,0.738571679147652,0.0,0.0,0.0283632759863365,0.0,0.0019224047984537,0.440188936775468,0.0,0.0020096452323947,0.0,0.0,1.32503563146048,0.0,0.0,0.0,0.0,17.216863848039,0.0,0.0006325051342479,0.765690548845316,3.27074230915656,0.0,0.0585955726248683,0.0,0.325531144774013,3.9941655437262e-06,0.0,0.0,0.0461497366237501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179437942685104,0.0115170121592305,1.30368546502559,0.0,0.0405948480465142,0.0,0.047604128758807,0.0321193850433606,33.6968107595527,0.0722497267096701,0.0,0.0,0.0,0.22271183236461722,0.0,0.0,0.925739404699108,0.0,1.83992420619603,0.0
CHOC CONF-CREME EGGS,0.0916408780763518,0.0,0.060328316315458,0.0,0.0,0.0,0.0,0.0,0.0,0.066960515598684,0.0,0.0,0.0,0.0,0.0,0.535149421877156,0.0,0.0,0.0,0.0,0.0,0.0838204436440658,0.0,0.0,0.0,12.175460012825528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21541683815234,0.0,0.0,0.0,1.1583604893518,0.0,0.0,0.0,0.0,0.712981627666139,0.057328627862085,0.0874271889228057,2.63199953216925,0.363202729591608,0.0,0.0,0.0366999370237883,0.0,0.0,0.0973924318278887,0.0,0.805489645297189,0.0,0.0,1.0828781953111,0.0,0.0,0.0,0.0,19.8937063891739,0.0,0.0,0.0,2.70502145766135,0.0,0.101300993364467,0.0,0.0623286597748664,0.0,0.0,0.0,0.030397456088903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414633346891237,0.0155966040475201,0.0099440038902287,0.0,0.0451678465711122,0.0,0.0,0.63512418351326,34.2379474044042,0.0103030990562746,0.0,0.0,0.0,0.1146495126015102,0.0,0.0,0.705632822646771,0.0,1.794320100300019,0.0
